Unnamed: 0,currency,datetime
,73.8687973022461,22/08/2020-10:39
,73.8687973022461,22/08/2020-10:40
,73.8687973022461,22/08/2020-10:40
,73.8687973022461,22/08/2020-10:41
,73.8687973022461,22/08/2020-11:38
,73.8687973022461,22/08/2020-11:46
,73.8687973022461,22/08/2020-17:46
,73.8687973022461,22/08/2020-23:46
,73.8687973022461,23/08/2020-05:47
,73.8687973022461,23/08/2020-11:47
